2026-09-18 06:33:52 | INFO     | src.database | Connected to database at data/edupredict.db
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_154' with id=154
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_155' with id=155
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_156' with id=156
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_157' with id=157
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_158' with id=158
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_159' with id=159
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_160' with id=160
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_161' with id=161
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_162' with id=162
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_163' with id=163
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_164' with id=164
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_165' with id=165
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_166' with id=166
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_167' with id=167
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_168' with id=168
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_169' with id=169
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_170' with id=170
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_171' with id=171
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_172' with id=172
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_173' with id=173
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_174' with id=174
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_175' with id=175
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_176' with id=176
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_177' with id=177
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_178' with id=178
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_179' with id=179
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_180' with id=180
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_181' with id=181
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_182' with id=182
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_183' with id=183
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_184' with id=184
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_185' with id=185
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_186' with id=186
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_187' with id=187
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_188' with id=188
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_189' with id=189
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_190' with id=190
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_191' with id=191
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_192' with id=192
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_193' with id=193
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_194' with id=194
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_195' with id=195
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_196' with id=196
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_197' with id=197
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_198' with id=198
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_199' with id=199
2026-09-18 06:33:52 | INFO     | src.database | Added student 'Student_200' with id=200
2026-09-18 06:33:53 | INFO     | src.database | Connected to database at data/edupredict.db
2026-09-18 06:33:53 | INFO     | src.ml_model | Generated synthetic dataset with 800 samples
2026-09-18 06:33:54 | INFO     | src.ml_model | Training complete. Accuracy=0.9750  R2=0.7856
2026-09-18 06:33:54 | INFO     | src.analytics | Saved feature importance chart to /home/claude/edupredict/reports/feature_importance.png
2026-09-18 06:33:55 | INFO     | src.database | Connected to database at data/edupredict.db
2026-09-18 06:33:55 | INFO     | src.analytics | Computed summary statistics for 200 students
2026-09-18 06:33:55 | INFO     | src.analytics | Saved score distribution chart to /home/claude/edupredict/reports/score_distribution.png
2026-09-18 06:33:55 | INFO     | src.analytics | Saved study-vs-score chart to /home/claude/edupredict/reports/study_vs_score.png
2026-09-18 06:33:55 | INFO     | src.analytics | Computed summary statistics for 200 students
2026-09-18 06:33:55 | INFO     | src.analytics | Wrote text analytics report to /home/claude/edupredict/reports/analytics_report.txt
